,Type,Air Temperature,Process Temperature,Rotational Speed,Torque,Tool Wear,Machine Failure
2832,M,300.4,309.3,1467,40.3,166,0
2833,L,300.3,309.2,1807,26.4,169,0
2834,L,300.3,309.1,1368,46.0,171,0
2835,L,300.3,309.2,1572,32.0,173,0
2836,M,300.3,309.1,1458,44.3,175,0
2837,L,300.3,309.1,1699,30.3,178,0
2838,L,300.3,309.3,1478,39.5,180,0
2839,M,300.4,309.4,1362,42.1,182,0
2840,H,300.4,309.4,1487,38.9,185,0
2841,L,300.3,309.4,1705,29.4,190,0
2842,L,300.3,309.3,1345,53.5,192,0
2843,L,300.3,309.2,1532,40.2,194,0
2844,L,300.3,309.2,1650,35.2,196,0
2845,L,300.3,309.2,1398,54.4,198,0
2846,L,300.3,309.2,1412,44.8,200,0
2847,L,300.4,309.3,1525,39.6,202,0
2848,M,300.3,309.3,1391,57.9,204,0
2849,L,300.4,309.3,1766,28.2,207,0
2850,L,300.4,309.3,1671,35.0,209,0
2851,L,300.5,309.3,1373,48.8,211,0
2852,M,300.5,309.4,1347,50.1,213,0
2853,M,300.5,309.3,1539,39.1,216,0
2854,L,300.5,309.3,1470,40.8,219,0
2855,L,300.5,309.3,1528,37.0,221,0
2856,H,300.5,309.3,1471,45.2,223,0
2857,M,300.4,309.2,1528,37.2,228,0
2858,L,300.5,309.3,1417,51.5,231,1
2859,L,300.6,309.4,1549,43.4,233,0
2860,H,300.6,309.4,1463,49.2,235,0
2861,L,300.7,309.5,1479,43.6,240,0
2862,L,300.6,309.5,1867,23.0,242,0
2863,L,300.6,309.4,1471,44.1,244,0
2864,H,300.6,309.4,1380,47.6,246,1
2865,H,300.7,309.7,1623,32.7,0,0
2866,L,300.8,309.7,1997,20.7,5,0
2867,H,300.7,309.6,1390,48.5,7,0
2868,L,300.8,309.7,1418,46.6,12,0
2869,L,300.8,309.7,1519,35.8,14,0
2870,M,300.8,309.7,1519,39.7,16,0
2871,M,300.7,309.6,1536,37.2,19,0
2872,L,300.8,309.6,1680,28.7,22,0
2873,H,300.6,309.4,1555,37.9,24,0
2874,L,300.6,309.5,1471,49.6,29,0
2875,M,300.5,309.4,1877,23.8,31,0
2876,M,300.5,309.3,1578,30.5,34,0
2877,M,300.5,309.4,1655,32.1,37,0
2878,H,300.5,309.4,1502,34.3,40,0
2879,M,300.6,309.4,1367,63.2,45,1
2880,L,300.7,309.5,1541,37.2,48,0
2881,M,300.6,309.6,1588,37.0,50,0
2882,L,300.6,309.6,1684,32.8,53,0
2883,L,300.6,309.5,1437,40.0,55,0
2884,L,300.6,309.6,1409,42.4,57,0
2885,M,300.5,309.5,1320,49.9,59,0
2886,H,300.5,309.5,1635,34.2,62,0
2887,M,300.5,309.5,1691,27.6,67,0
2888,M,300.6,309.6,1365,50.0,70,0
2889,M,300.7,309.7,1523,38.2,73,0
2890,L,300.6,309.7,1593,32.4,76,0
2891,L,300.6,309.6,1682,30.7,78,0
2892,L,300.7,309.6,1329,54.3,80,0
2893,M,300.7,309.6,1568,35.2,82,0
2894,L,300.7,309.6,1733,24.8,85,0
2895,M,300.7,309.6,1473,48.1,87,0
2896,M,300.7,309.5,1633,31.3,90,0
2897,M,300.6,309.5,1530,40.2,93,0
2898,M,300.6,309.5,1550,40.2,96,0
2899,L,300.6,309.4,1410,40.6,99,0
2900,L,300.5,309.3,1574,33.5,101,0
2901,L,300.6,309.4,1425,40.3,103,0
2902,M,300.6,309.4,1541,35.2,105,0
2903,M,300.7,309.5,1733,26.7,108,0
2904,L,300.6,309.4,2496,13.5,111,0
2905,L,300.6,309.4,1552,36.4,113,0
2906,L,300.6,309.3,1409,38.7,115,0
2907,M,300.6,309.4,1581,35.7,117,0
2908,L,300.7,309.5,1251,59.9,120,0
2909,L,300.7,309.6,1500,44.1,122,0
2910,L,300.6,309.5,1576,38.8,124,0
2911,M,300.7,309.5,1352,44.0,126,0
2912,L,300.7,309.6,1661,30.3,129,0
2913,L,300.7,309.6,1541,34.6,131,0
2914,H,300.6,309.6,1888,20.5,133,0
2915,L,300.5,309.5,1255,62.1,138,0
2916,L,300.6,309.6,1411,41.6,140,0
2917,L,300.6,309.5,1516,39.0,142,0
2918,M,300.6,309.5,1492,34.0,144,0
2919,L,300.6,309.6,1726,30.0,147,0
2920,L,300.7,309.7,1598,33.7,149,0
2921,L,300.8,309.8,1657,31.1,151,0
2922,L,300.8,309.7,1481,38.1,153,0
2923,M,300.7,309.7,1397,51.3,155,0
2924,L,300.8,309.7,1461,44.3,158,0
2925,M,300.7,309.6,1388,51.1,160,0
2926,L,300.7,309.7,1507,52.4,163,0
2927,M,300.7,309.6,1421,49.8,165,0
2928,M,300.8,309.7,1258,54.9,168,0
2929,M,300.8,309.7,1482,39.0,171,0
2930,H,300.7,309.6,1403,51.3,174,0
2931,L,300.8,309.7,1373,45.4,179,0
2932,L,300.9,309.7,1460,42.1,181,0
2933,M,300.8,309.7,1751,27.9,183,0
2934,M,300.8,309.6,1546,42.3,186,0
2935,M,300.8,309.7,1680,28.2,189,0
2936,M,300.9,309.7,1394,48.8,192,0
2937,L,300.7,309.6,1810,26.0,195,0
2938,L,300.7,309.5,1479,34.5,197,0
2939,L,300.9,309.7,1431,41.4,199,0
2940,L,300.9,309.7,2355,14.4,201,0
2941,M,300.7,309.6,1996,19.8,203,1
2942,L,300.7,309.5,1461,49.9,0,0
2943,H,300.7,309.5,2007,19.7,2,0
2944,L,300.7,309.6,1505,34.9,7,0
2945,H,300.7,309.6,1925,20.5,9,0
2946,M,300.7,309.5,1622,30.5,14,0
2947,L,300.7,309.5,1592,29.0,17,0
2948,L,300.7,309.5,1850,24.5,19,0
2949,M,300.7,309.5,1470,48.7,21,0
2950,M,300.7,309.5,1445,46.4,24,0
2951,L,300.7,309.5,1685,31.1,27,0
2952,H,300.7,309.5,1667,30.5,29,0
2953,L,300.7,309.5,1578,35.4,34,0
2954,H,300.6,309.4,1691,28.0,36,0
2955,M,300.7,309.5,1439,43.8,41,0
2956,M,300.8,309.6,1404,38.7,44,0
2957,L,300.8,309.6,1498,45.8,47,0
2958,M,300.8,309.5,1481,44.5,49,0
2959,M,300.7,309.4,1589,35.0,52,0
2960,L,300.7,309.5,1467,44.3,55,0
2961,L,300.6,309.4,1654,32.8,57,0
2962,L,300.7,309.5,1508,39.9,59,0
2963,M,300.7,309.6,1439,43.0,61,0
2964,L,300.7,309.5,1692,30.3,64,0
2965,M,300.7,309.5,1838,24.9,66,0
2966,L,300.6,309.3,1601,40.2,69,0
2967,L,300.6,309.4,1369,51.6,71,0
2968,M,300.6,309.4,1312,45.2,73,0
2969,L,300.6,309.4,1468,44.1,76,0
2970,M,300.6,309.4,1452,39.4,78,0
2971,M,300.7,309.5,1393,43.9,81,0
2972,M,300.6,309.4,1432,44.2,84,0
2973,M,300.6,309.3,1510,46.0,87,0
2974,M,300.6,309.4,1521,37.2,90,0
2975,H,300.5,309.4,1360,46.2,93,0
2976,M,300.5,309.3,1881,25.5,98,0
2977,L,300.4,309.3,1413,50.3,101,0
2978,H,300.5,309.4,1642,36.2,103,0
2979,L,300.5,309.5,1542,38.5,108,0
2980,L,300.4,309.5,1447,39.3,110,0
2981,H,300.4,309.4,1530,40.4,112,0
2982,L,300.5,309.5,1795,27.7,117,0
2983,L,300.6,309.6,1290,57.4,119,0
2984,L,300.6,309.7,1639,30.4,121,0
2985,L,300.7,309.8,1596,31.5,123,0
2986,L,300.6,309.8,1455,48.0,125,0
2987,M,300.6,309.8,1659,28.9,127,0
2988,M,300.6,309.8,1532,42.5,130,0
2989,L,300.6,309.8,1502,42.4,133,0
2990,L,300.6,309.8,1688,28.6,135,0
2991,M,300.5,309.7,1341,50.9,137,0
2992,M,300.5,309.7,1685,29.4,140,0
2993,M,300.5,309.8,1370,55.9,143,0
2994,L,300.5,309.8,1461,52.5,146,0
2995,L,300.5,309.8,1550,37.4,148,0
2996,M,300.5,309.8,1508,37.8,150,0
2997,L,300.5,309.8,1345,62.7,153,0
2998,L,300.5,309.7,1616,34.5,155,0
2999,L,300.5,309.7,1395,61.0,157,0
3000,H,300.5,309.8,1324,72.8,159,1
3001,L,300.5,309.8,1445,43.9,164,0
3002,M,300.5,309.8,1555,38.9,166,0
3003,M,300.6,309.9,1449,42.4,169,0
3004,M,300.5,309.9,1466,53.2,172,0
3005,L,300.5,309.9,1503,37.4,175,0
3006,L,300.4,309.7,1488,35.7,177,0
3007,L,300.4,309.7,1314,50.2,179,0
3008,M,300.4,309.7,1547,38.0,181,0
3009,M,300.4,309.7,1466,39.8,184,0
3010,L,300.3,309.6,1537,37.1,187,0
3011,M,300.2,309.5,1434,51.5,189,0
3012,L,300.4,309.6,1432,44.7,192,0
3013,L,300.5,309.6,1390,48.4,194,0
3014,L,300.5,309.7,1580,42.8,196,0
3015,L,300.5,309.7,1589,30.5,198,0
3016,L,300.5,309.8,1441,48.8,200,0
3017,L,300.5,309.8,1305,51.7,202,0
3018,M,300.5,309.8,1566,35.9,204,0
3019,L,300.5,309.8,1379,54.2,207,1
3020,L,300.4,309.6,1543,38.1,209,0
3021,L,300.5,309.8,1421,49.6,211,0
3022,L,300.5,309.6,1760,30.6,213,0
3023,L,300.4,309.5,1711,29.2,215,0
3024,L,300.5,309.6,1465,41.6,217,0
3025,L,300.5,309.6,1366,50.2,219,0
3026,M,300.4,309.5,1888,21.9,221,0
3027,L,300.5,309.5,1777,23.6,0,0
3028,L,300.5,309.5,1379,55.6,2,0
3029,L,300.4,309.5,1525,51.3,4,0
3030,M,300.4,309.6,1563,34.0,6,0
3031,M,300.5,309.7,1389,43.3,9,0
3032,M,300.6,309.8,1447,42.9,12,0
3033,M,300.6,309.7,1934,22.8,15,0
3034,H,300.6,309.7,1470,43.8,18,0
3035,M,300.6,309.7,1428,42.6,23,0
3036,L,300.4,309.6,1319,48.1,26,0
3037,L,300.5,309.7,1887,24.3,28,0
3038,L,300.4,309.5,1349,50.4,30,0
3039,M,300.3,309.5,1665,31.4,32,0
3040,L,300.3,309.5,1474,38.7,35,0
3041,L,300.4,309.5,1543,38.9,37,0
3042,M,300.2,309.4,1459,43.9,39,0
3043,L,300.3,309.5,1551,37.9,42,0
3044,L,300.2,309.4,1981,21.4,44,0
3045,L,300.2,309.4,1526,35.3,46,0
3046,M,300.2,309.4,1501,40.0,48,0
3047,L,300.2,309.4,1558,38.3,51,0
3048,L,300.2,309.3,1532,43.2,53,0
3049,L,300.1,309.2,1326,55.9,55,0
3050,L,300.2,309.2,1431,51.3,57,0
3051,L,300.2,309.3,1366,49.3,59,0
3052,L,300.1,309.2,1421,42.5,61,0
3053,H,300.2,309.3,1506,35.6,63,0
3054,H,300.2,309.3,1342,48.7,68,0
3055,L,300.1,309.2,1427,37.6,73,0
3056,L,300.2,309.2,1667,29.9,75,0
3057,L,300.1,309.1,1400,46.7,77,0
3058,L,300.0,309.0,1709,32.1,79,0
3059,M,300.0,309.0,1368,45.8,81,0
3060,L,300.0,309.1,1882,23.8,84,0
3061,L,300.1,309.1,1353,58.7,86,0
3062,L,299.9,309.0,1553,40.0,88,0
3063,L,300.0,309.1,1431,45.4,90,0
3064,M,300.1,309.1,1731,30.4,92,0
3065,M,300.1,309.2,1687,27.7,95,0
3066,M,300.1,309.2,1457,44.3,98,0
3067,L,300.1,309.2,1533,37.0,101,0
3068,H,300.0,309.0,1622,31.8,103,0
3069,L,300.0,309.1,1791,28.2,108,0
3070,L,300.0,309.1,1631,28.3,110,0
3071,L,300.0,309.0,2174,16.9,112,0
3072,L,300.1,309.0,1314,58.2,114,0
3073,L,300.1,309.1,1478,46.9,116,0
3074,L,300.1,309.2,1783,27.3,118,0
3075,M,300.1,309.2,1385,46.1,120,0
3076,L,300.0,309.2,1444,43.6,123,0
3077,L,300.1,309.3,1841,23.0,125,0
3078,M,300.1,309.4,1349,56.2,127,0
3079,L,300.1,309.3,1340,56.0,130,0
3080,M,299.9,309.2,1539,43.2,132,0
3081,M,300.0,309.3,1932,21.8,135,0
3082,M,300.0,309.3,1407,43.9,138,0
3083,L,300.1,309.3,1712,28.5,141,0
3084,H,300.1,309.4,1329,55.2,143,0
3085,L,300.1,309.2,1441,42.9,148,0
3086,L,300.0,309.2,1610,32.1,150,0
3087,M,300.0,309.1,1474,45.2,152,0
3088,M,300.0,309.1,1624,30.8,155,0
3089,H,300.1,309.3,1520,38.2,158,0
3090,H,300.1,309.3,1448,45.8,163,0
3091,L,300.0,309.3,1558,29.7,168,0
3092,M,300.0,309.3,2293,16.3,170,0
3093,L,300.0,309.3,1397,51.2,173,0
3094,L,300.0,309.3,1972,22.0,175,0
3095,M,299.9,309.2,1574,36.5,177,0
3096,L,299.9,309.2,1560,38.9,180,0
3097,M,299.9,309.2,1353,49.8,182,0
3098,M,299.9,309.2,1389,51.2,185,0
3099,M,299.9,309.1,1513,43.8,188,0
3100,L,299.8,309.1,1578,42.1,191,0
3101,H,299.8,309.0,1467,37.3,193,0
3102,L,299.9,309.1,1412,48.3,198,0
3103,L,299.8,309.1,1668,30.3,200,0
3104,M,299.8,309.2,1678,29.8,202,0
3105,L,299.8,309.1,1612,35.4,205,0
3106,L,299.8,309.1,1485,39.9,207,0
3107,M,299.8,309.1,1456,39.4,209,0
3108,L,299.8,309.2,1504,38.7,212,0
3109,L,299.9,309.2,1491,44.3,214,0
3110,H,299.9,309.2,1525,33.2,0,0
3111,L,300.0,309.2,1759,27.9,5,0
3112,M,299.8,309.1,1355,56.7,7,0
3113,M,299.9,309.1,1345,56.8,10,0
3114,M,299.9,309.2,1683,30.5,13,0
3115,L,299.9,309.2,1658,34.8,16,0
3116,L,300.0,309.2,1566,34.4,18,0
3117,M,300.1,309.3,1469,43.9,20,0
3118,M,300.2,309.5,1458,46.9,23,0
3119,L,300.1,309.4,1858,23.6,26,0
3120,H,300.1,309.4,1563,40.8,28,0
3121,L,300.1,309.4,2141,17.9,33,0
3122,L,300.0,309.3,1473,46.0,35,0
3123,H,300.0,309.4,1498,38.5,37,0
3124,L,300.1,309.4,1568,39.7,42,0
3125,L,300.1,309.4,1694,27.4,44,0
3126,L,300.0,309.4,1499,35.7,46,0
3127,L,300.0,309.5,1717,28.3,48,0
3128,M,300.1,309.5,1462,42.8,50,0
3129,L,300.1,309.6,1642,34.5,53,0
3130,L,300.1,309.6,1760,25.4,55,0
3131,L,300.1,309.5,1660,32.7,57,0
3132,L,300.1,309.5,1557,40.6,59,0
3133,H,300.2,309.6,1442,49.2,61,0
3134,L,300.2,309.6,1359,51.5,66,0
3135,L,300.4,309.8,1342,52.5,68,0
3136,L,300.4,309.9,1435,54.8,70,0
3137,L,300.4,309.9,1567,36.5,72,0
3138,L,300.4,309.9,1376,43.5,74,0
3139,H,300.4,309.9,1513,38.7,76,0
3140,H,300.4,309.9,2563,12.8,81,1
3141,L,300.5,310.0,1521,45.1,86,0
3142,L,300.6,310.0,1658,34.7,88,0
3143,H,300.6,310.0,1419,42.4,90,0
3144,M,300.6,310.0,1478,36.3,95,0
3145,M,300.5,310.0,1415,43.5,98,0
3146,M,300.5,309.9,1780,26.5,101,0
3147,M,300.4,309.7,1440,42.8,104,0
3148,H,300.4,309.8,1448,39.7,107,0
3149,H,300.4,309.7,1500,35.2,112,0
3150,L,300.4,309.8,1513,32.9,117,0
3151,L,300.5,309.8,1428,43.8,119,0
3152,M,300.5,309.8,1473,42.3,121,0
3153,M,300.5,309.9,1483,49.3,124,0
3154,L,300.4,309.7,1534,42.5,127,0
3155,L,300.5,309.8,1367,54.0,129,0
3156,L,300.4,309.7,1467,36.9,131,0
3157,M,300.4,309.7,1488,42.2,133,0
3158,L,300.4,309.7,1679,30.1,136,0
3159,H,300.4,309.8,1409,47.5,138,0
3160,M,300.4,309.7,1367,51.2,143,0
3161,L,300.4,309.8,1314,63.1,146,0
3162,L,300.5,309.9,1480,40.0,148,0
3163,L,300.4,309.8,1549,38.9,150,0
3164,L,300.4,309.7,1685,31.3,152,0
3165,L,300.4,309.6,1536,34.5,154,0
3166,M,300.4,309.7,1539,37.7,156,0
3167,L,300.4,309.7,1384,45.1,159,0
3168,M,300.4,309.6,1614,30.3,161,0
3169,M,300.4,309.6,1675,35.5,164,0
3170,M,300.4,309.7,1685,32.3,167,0
3171,L,300.4,309.6,1386,56.9,170,0
3172,M,300.3,309.6,1488,41.3,172,0
3173,L,300.3,309.6,1624,32.6,175,0
3174,L,300.3,309.6,1600,34.6,177,0
3175,L,300.3,309.6,1468,44.7,179,0
3176,L,300.3,309.6,1435,45.4,181,0
3177,M,300.2,309.5,1564,33.4,183,0
3178,M,300.2,309.4,1329,53.6,186,0
3179,L,300.1,309.3,1570,36.8,189,0
3180,M,300.2,309.4,1433,48.8,191,0
3181,L,300.2,309.4,1527,37.0,194,0
3182,M,300.1,309.3,1443,50.3,196,0
3183,L,300.1,309.3,1616,32.0,199,0
3184,L,300.1,309.3,1654,31.0,201,0
3185,L,300.1,309.3,1685,27.1,203,0
3186,M,300.2,309.4,1456,48.8,205,0
3187,M,300.2,309.4,1752,27.8,208,0
3188,M,300.1,309.2,1438,51.0,211,0
3189,L,300.1,309.1,1551,33.7,214,0
3190,L,300.1,309.2,1599,30.1,216,0
3191,M,300.1,309.2,1732,33.7,218,0
3192,M,300.1,309.2,1418,39.8,221,0
3193,L,300.0,309.1,1401,44.5,0,0
3194,L,300.0,309.0,1454,51.7,2,0
3195,M,300.0,309.2,1635,32.4,4,0
3196,L,300.0,309.1,1489,40.3,7,0
3197,L,300.0,309.1,1465,40.6,9,0
3198,M,300.0,309.1,1463,45.7,11,0
3199,H,300.1,309.1,1560,35.4,14,0
3200,M,300.1,309.2,1454,44.4,19,0
3201,L,300.2,309.1,1479,47.0,22,0
3202,L,300.2,309.2,1430,43.4,24,0
3203,M,300.1,309.1,1533,38.0,26,0
3204,L,300.1,309.0,1404,54.8,29,0
3205,M,300.1,308.9,1548,38.4,31,0
3206,M,300.1,309.0,1612,33.0,34,0
3207,M,300.2,309.0,1642,31.2,37,0
3208,M,300.2,309.1,1406,42.2,40,0
3209,L,300.3,309.2,1587,31.4,43,0
3210,M,300.3,309.2,1364,47.6,45,0
3211,L,300.3,309.2,1462,51.4,48,0
3212,L,300.3,309.2,1649,32.4,50,0
3213,L,300.4,309.2,1752,29.0,52,0
3214,H,300.4,309.3,1396,51.2,54,0
3215,M,300.5,309.4,2179,16.3,59,0
3216,L,300.5,309.5,1653,27.6,62,0
3217,L,300.6,309.5,2025,21.4,64,0
3218,L,300.6,309.6,1426,53.6,66,0
3219,M,300.6,309.6,1503,38.4,68,0
3220,M,300.7,309.6,1525,36.5,71,0
3221,L,300.6,309.6,1423,49.1,74,0
3222,M,300.7,309.7,1435,44.7,76,0
3223,H,300.6,309.5,1495,36.5,79,0
3224,M,300.6,309.5,1557,33.8,84,0
3225,L,300.6,309.4,1474,40.7,87,0
3226,L,300.5,309.3,1465,46.0,89,0
3227,M,300.5,309.3,1589,34.9,91,0
3228,L,300.5,309.3,1475,46.8,94,0
3229,L,300.6,309.4,1442,43.2,96,0
3230,L,300.6,309.4,1556,36.0,98,0
3231,L,300.7,309.3,1425,45.3,100,0
3232,L,300.7,309.3,1580,38.3,102,0
3233,H,300.8,309.4,1474,40.7,104,0
3234,L,300.8,309.4,1489,38.4,109,0
3235,L,300.8,309.4,1946,20.5,111,0
3236,M,300.8,309.4,1342,62.4,113,1
3237,M,300.9,309.5,1758,26.8,116,0
3238,M,300.9,309.4,1724,25.6,119,0
3239,L,301.0,309.5,1430,48.5,122,0
3240,L,300.9,309.5,1612,35.2,124,0
3241,H,300.9,309.5,1469,43.4,126,0
3242,L,300.9,309.6,1384,42.4,131,0
3243,L,301.0,309.6,1724,28.1,133,0
3244,M,301.0,309.6,1397,48.0,135,0
3245,M,301.0,309.6,1588,32.7,138,0
3246,L,301.0,309.7,1468,42.0,141,0
3247,M,301.0,309.8,1594,31.1,143,0
3248,M,301.0,309.7,1511,39.3,146,0
3249,L,301.1,309.8,1493,38.9,149,0
3250,H,301.2,309.8,1709,27.0,151,0
3251,L,301.1,309.6,1501,36.1,156,0
3252,L,301.1,309.7,1668,30.8,158,0
3253,L,301.1,309.6,1502,48.9,160,0
3254,M,301.0,309.7,1288,58.4,162,0
3255,L,301.0,309.7,1491,42.9,165,0
3256,L,301.1,309.8,1519,39.6,167,0
3257,L,301.2,309.9,1984,19.7,169,0
3258,L,301.2,309.9,1643,32.9,171,0
3259,M,301.2,310.0,1625,31.6,173,0
3260,M,301.3,310.0,2068,17.8,176,0
3261,H,301.3,310.1,1469,39.7,179,0
3262,L,301.3,310.1,1558,36.3,184,0
3263,L,301.3,310.0,1344,54.8,186,0
3264,H,301.3,310.1,1455,44.1,188,0
3265,L,301.3,310.1,1355,53.6,193,0
3266,L,301.3,310.1,1269,56.8,195,1
3267,L,301.3,310.0,1550,41.5,197,0
3268,M,301.3,310.1,1525,37.8,199,0
3269,M,301.3,310.0,1696,32.4,202,0
3270,L,301.4,310.1,1937,21.8,205,0
3271,M,301.4,310.0,1689,32.1,207,0
3272,M,301.3,310.0,1593,30.8,210,0
3273,M,301.3,309.9,1565,36.0,213,0
3274,L,301.3,310.0,1665,31.4,0,0
3275,H,301.3,310.0,1532,36.3,2,0
3276,L,301.3,310.0,1438,40.9,7,0
3277,L,301.3,310.1,1531,41.6,9,0
3278,L,301.3,310.0,1506,40.8,11,0
3279,L,301.2,309.9,1382,52.4,13,0
3280,M,301.2,309.9,1456,50.8,15,0
3281,M,301.2,310.0,1445,45.6,18,0
3282,L,301.2,309.9,1515,40.9,21,0
3283,L,301.2,309.9,1449,45.5,23,0
3284,H,301.2,309.9,1362,50.7,25,0
3285,L,301.2,309.9,1687,29.7,30,0
3286,L,301.2,310.0,1618,37.6,32,0
3287,M,301.2,310.1,1558,32.6,34,0
3288,L,301.3,310.1,1662,31.0,37,0
3289,M,301.2,310.1,1295,56.6,39,0
3290,L,301.2,310.2,1385,42.3,42,0
3291,M,301.2,310.1,1479,45.5,44,0
3292,L,301.3,310.3,1400,44.3,47,0
3293,M,301.2,310.3,1357,54.5,49,0
3294,L,301.1,310.2,1657,34.1,52,0
3295,L,301.1,310.2,1496,43.4,54,0
3296,M,301.2,310.3,1379,43.2,56,0
3297,L,301.2,310.3,1548,38.6,59,0
3298,L,301.2,310.3,1499,38.1,61,0
3299,L,301.3,310.5,1390,45.8,63,0
3300,H,301.3,310.4,1538,38.4,65,0
3301,L,301.3,310.5,1365,47.7,70,0
3302,L,301.3,310.5,1503,48.6,72,0
3303,L,301.2,310.4,1390,49.9,74,0
3304,L,301.2,310.3,1497,45.7,76,0
3305,M,301.3,310.4,1577,48.3,78,0
3306,L,301.4,310.5,1432,54.3,81,0
3307,M,301.4,310.5,1563,39.9,83,0
3308,L,301.4,310.4,1433,43.4,86,0
3309,L,301.3,310.4,1384,50.1,88,0
3310,L,301.3,310.4,1346,46.7,90,0
3311,L,301.3,310.4,1459,44.7,92,0
3312,L,301.4,310.4,1639,28.9,94,0
3313,L,301.4,310.4,1737,31.9,96,0
3314,L,301.4,310.5,1489,43.5,98,0
3315,M,301.5,310.6,1492,43.0,100,0
3316,M,301.4,310.5,1217,60.6,103,0
3317,L,301.5,310.5,1636,28.7,106,0
3318,L,301.4,310.4,1436,49.7,108,0
3319,L,301.4,310.4,1689,30.6,110,0
3320,L,301.5,310.5,2289,16.4,112,0
3321,L,301.5,310.6,1522,41.0,114,0
3322,L,301.5,310.5,1351,52.9,116,0
3323,L,301.5,310.5,1589,36.7,118,0
3324,L,301.5,310.6,1578,34.1,120,0
3325,L,301.5,310.6,1587,33.7,122,0
3326,L,301.5,310.6,1962,20.2,124,0
3327,M,301.5,310.6,2432,14.2,126,0
3328,L,301.6,310.6,1418,43.9,129,0
3329,L,301.6,310.7,1683,29.7,131,0
3330,L,301.7,310.8,1385,50.7,133,0
3331,L,301.7,310.8,1559,44.5,135,0
3332,M,301.7,310.8,1671,31.6,137,0
3333,M,301.6,310.8,1343,49.5,140,0
3334,M,301.6,310.8,1548,34.2,143,0
3335,L,301.7,310.9,1705,31.2,146,0
3336,L,301.6,310.8,1535,35.4,148,0
3337,L,301.6,310.8,1564,34.1,150,0
3338,M,301.6,310.9,1510,40.9,152,0
3339,L,301.6,310.9,1492,45.2,155,0
3340,M,301.5,310.8,1452,44.1,157,0
3341,H,301.4,310.7,1329,52.0,160,0
3342,L,301.5,310.8,1382,52.4,165,0
3343,M,301.5,310.8,1628,36.4,167,0
3344,L,301.4,310.7,1706,27.9,170,0
3345,L,301.3,310.7,1594,34.1,172,0
3346,L,301.3,310.7,1761,24.3,174,0
3347,L,301.3,310.6,1529,41.8,176,0
3348,M,301.3,310.7,1532,40.7,178,0
3349,L,301.4,310.7,1673,27.8,181,0
3350,L,301.4,310.8,1285,62.6,183,1
3351,L,301.4,310.8,1680,31.4,185,0
3352,L,301.4,310.8,1610,34.6,187,0
3353,L,301.6,310.9,1632,31.6,189,0
3354,L,301.6,310.9,1559,40.2,191,0
3355,L,301.5,310.8,1367,49.0,193,0
3356,L,301.6,310.8,1355,57.8,195,1
3357,H,301.6,310.7,1414,51.7,197,0
3358,L,301.5,310.6,1522,36.6,202,0
3359,L,301.5,310.6,1525,41.9,204,0
3360,L,301.5,310.6,1394,46.5,206,0
3361,L,301.5,310.6,1519,40.7,208,0
3362,L,301.4,310.6,1445,43.9,210,0
3363,L,301.4,310.6,1555,43.3,212,0
3364,L,301.4,310.5,1633,39.5,0,0
3365,M,301.4,310.6,1630,30.3,2,0
3366,M,301.4,310.7,1692,32.3,5,0
3367,H,301.5,310.7,1790,26.2,8,0
3368,L,301.5,310.8,1350,58.5,13,0
3369,L,301.5,310.9,2760,8.0,15,1
3370,L,301.4,310.7,1584,32.2,17,0
3371,L,301.4,310.7,1989,21.8,19,0
3372,L,301.4,310.8,1431,44.3,21,0
3373,L,301.4,310.7,1568,35.2,23,0
3374,L,301.4,310.7,1376,50.6,25,0
3375,M,301.4,310.6,1459,46.9,27,0
3376,M,301.5,310.8,1385,47.5,30,0
3377,H,301.5,310.8,1591,29.6,33,0
3378,L,301.5,310.7,1568,33.1,38,0
3379,M,301.4,310.7,1459,37.7,40,0
3380,L,301.4,310.7,1590,36.3,43,0
3381,L,301.3,310.6,1376,47.6,45,0
3382,L,301.3,310.6,1510,38.5,47,0
3383,H,301.4,310.6,1674,33.6,49,0
3384,L,301.3,310.6,1426,40.7,54,0
3385,L,301.5,310.7,1466,43.6,56,0
3386,H,301.5,310.8,1474,38.7,58,0
3387,M,301.6,310.8,1290,65.3,63,0
3388,M,301.7,310.9,1435,48.0,66,0
3389,M,301.5,310.7,1416,53.2,69,0
3390,H,301.5,310.7,1599,40.4,72,0
3391,L,301.5,310.7,1466,47.3,77,0
3392,L,301.5,310.7,1408,47.3,79,0
3393,L,301.5,310.6,1490,48.1,81,0
3394,L,301.5,310.6,1405,42.3,83,0
3395,L,301.4,310.5,1647,33.3,85,0
3396,M,301.4,310.6,1459,35.0,87,0
3397,L,301.4,310.6,1648,30.7,90,0
3398,L,301.4,310.7,1675,30.7,92,0
3399,L,301.4,310.7,1605,34.2,94,0
3400,H,301.4,310.7,1536,44.4,96,0
3401,M,301.4,310.7,1617,34.3,101,0
3402,L,301.4,310.6,1347,53.3,104,0
3403,L,301.3,310.5,1337,52.7,106,0
3404,L,301.3,310.4,1695,30.9,108,0
3405,M,301.3,310.4,1635,32.5,110,0
3406,L,301.2,310.4,1470,44.0,113,0
3407,L,301.2,310.4,1381,49.8,115,0
3408,M,301.2,310.4,1382,41.6,117,0
3409,M,301.2,310.4,1697,30.0,120,0
3410,L,301.2,310.3,1451,39.7,123,0
3411,L,301.3,310.3,1419,55.7,125,0
3412,L,301.3,310.3,1313,55.6,127,0
